Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
1980-03-17,1.0479637384414673,1.067227903218411,1.044111044375526,0.0,62775
1980-03-18,1.0556689500808716,1.0633746330964338,1.0479633662720222,0.0,64125
1980-03-19,1.0710800886154175,1.0749329792650706,1.0633745057295134,0.0,40500
1980-03-20,1.0633749961853027,1.0710805826252208,1.0595223021720905,0.0,18900
1980-03-21,1.0864919424057007,1.0864919424057007,1.0633751791093522,0.0,97200
1980-03-24,1.0595221519470215,1.0787860161087295,1.0595221519470215,0.0,90450
1980-03-25,1.0556689500808716,1.0633746330964338,1.05181625738316,0.0,72225
1980-03-26,1.0633749961853027,1.0710805826252208,1.0479637240987199,0.0,31725
1980-03-27,1.0556689500808716,1.0595219403987222,1.0248466148454745,0.0,62100
1980-03-28,1.0441112518310547,1.055669534738902,1.0248471824332614,0.0,84375
1980-03-31,1.0749335289001465,1.0787862231063574,1.0556693634218297,0.0,55350
1980-04-01,1.0633749961853027,1.0941974411517215,1.0556693105386379,0.0,126225
1980-04-02,1.1019034385681152,1.1019034385681152,1.0710809821058573,0.0,58725
1980-04-03,1.1442838907241821,1.1558423689776667,1.125019727232794,0.0,311175
1980-04-07,1.1519893407821655,1.1712535019997397,1.1404308638929668,0.0,115425
1980-04-08,1.132725715637207,1.1442841969842423,1.132725715637207,0.0,218025
1980-04-09,1.117314100265503,1.1250196860143478,1.0941973430189682,0.0,181575
1980-04-10,1.1404304504394531,1.1481362311808925,1.117313604248605,0.0,191700
1980-04-11,1.1404304504394531,1.1635474950436893,1.1365777584821213,0.0,112050
1980-04-14,1.1365782022476196,1.1404308957091969,1.1288726169110002,0.0,18900
1980-04-15,1.10960853099823,1.1288726940699585,1.10960853099823,0.0,63450
1980-04-16,1.1288723945617676,1.1288723945617676,1.1173138204200166,0.0,30375
1980-04-17,1.10960853099823,1.1211670089999193,1.1057558372733196,0.0,43875
1980-04-18,1.1019034385681152,1.1211675110595702,1.1019034385681152,0.0,27675
1980-04-21,1.0749335289001465,1.098050388584674,1.063375049454507,0.0,83700
1980-04-22,1.10960853099823,1.10960853099823,1.0633749166116917,0.0,122850
1980-04-23,1.10960853099823,1.10960853099823,1.0826389804766807,0.0,132300
1980-04-24,1.1019034385681152,1.1096090278819837,1.0864921607335944,0.0,209250
1980-04-25,1.0864919424057007,1.0980505224674026,1.0826392477297397,0.0,21600
1980-04-28,1.10960853099823,1.11731411686153,1.0980502514100197,0.0,141750
1980-04-29,1.1134616136550903,1.1173143080392147,1.1057560264733286,0.0,45225
1980-04-30,1.1250190734863281,1.1288720626764275,1.1019023288259389,0.0,85050
1980-05-01,1.1442838907241821,1.151989476755344,1.1288727186618581,0.0,48600
1980-05-02,1.1558430194854736,1.1635487090601349,1.1365789443590164,0.0,49950
1980-05-05,1.2174875736236572,1.2174875736236572,1.1712539461546523,0.0,621675
