Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
1973-02-21,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,99200
1973-02-22,1.5290532112121582,1.5290532112121582,1.5290532112121582,1.5290532112121582,47200
1973-02-23,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,133600
1973-02-26,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,24000
1973-02-27,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,41600
1973-02-28,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,66400
1973-03-01,1.5342013835906982,1.5342013835906982,1.5342013835906982,1.5342013835906982,93600
1973-03-02,1.5393496751785278,1.5393496751785278,1.5393496751785278,1.5393496751785278,26400
1973-03-05,1.5599428415298462,1.5599428415298462,1.5599428415298462,1.5599428415298462,68000
1973-03-06,1.6062785387039185,1.6062785387039185,1.6062785387039185,1.6062785387039185,76800
1973-03-07,1.6062785387039185,1.6062785387039185,1.6062785387039185,1.6062785387039185,51200
1973-03-08,1.6165748834609985,1.6165748834609985,1.6165748834609985,1.6165748834609985,84800
1973-03-09,1.6165748834609985,1.6165748834609985,1.6165748834609985,1.6165748834609985,78400
1973-03-12,1.611425757408142,1.611425757408142,1.611425757408142,1.611425757408142,73600
1973-03-13,1.6165748834609985,1.6165748834609985,1.6165748834609985,1.6165748834609985,47200
1973-03-14,1.6217230558395386,1.6217230558395386,1.6217230558395386,1.6217230558395386,50400
1973-03-15,1.6165748834609985,1.6165748834609985,1.6165748834609985,1.6165748834609985,70400
1973-03-16,1.611425757408142,1.611425757408142,1.611425757408142,1.611425757408142,44800
1973-03-19,1.5959807634353638,1.5959807634353638,1.5959807634353638,1.5959807634353638,28000
1973-03-20,1.5650913715362549,1.5650913715362549,1.5650913715362549,1.5650913715362549,68800
1973-03-21,1.5444973707199097,1.5444973707199097,1.5444973707199097,1.5444973707199097,94400
1973-03-22,1.518756628036499,1.518756628036499,1.518756628036499,1.518756628036499,55200
1973-03-23,1.518756628036499,1.518756628036499,1.518756628036499,1.518756628036499,117600
1973-03-26,1.5136089324951172,1.5136089324951172,1.5136089324951172,1.5136089324951172,9600
1973-03-27,1.5136089324951172,1.5136089324951172,1.5136089324951172,1.5136089324951172,15200
1973-03-28,1.5342013835906982,1.5342013835906982,1.5342013835906982,1.5342013835906982,141600
1973-03-29,1.554794430732727,1.554794430732727,1.554794430732727,1.554794430732727,120000
1973-03-30,1.554794430732727,1.554794430732727,1.554794430732727,1.554794430732727,85600
1973-04-02,1.5444973707199097,1.5444973707199097,1.5444973707199097,1.5444973707199097,52800
1973-04-03,1.5342013835906982,1.5342013835906982,1.5342013835906982,1.5342013835906982,23200
1973-04-04,1.5239051580429077,1.5239051580429077,1.5239051580429077,1.5239051580429077,78400
1973-04-05,1.518756628036499,1.518756628036499,1.518756628036499,1.518756628036499,78400
1973-04-06,1.518756628036499,1.518756628036499,1.518756628036499,1.518756628036499,36000
1973-04-09,1.518756628036499,1.518756628036499,1.518756628036499,1.518756628036499,28000
1973-04-10,1.554794430732727,1.554794430732727,1.554794430732727,1.554794430732727,88800
1973-04-11,1.5650913715362549,1.5650913715362549,1.5650913715362549,1.5650913715362549,144000
1973-04-12,1.5856846570968628,1.5856846570968628,1.5856846570968628,1.5856846570968628,140800
