Price,Close,High,Low,Open,Volume
Ticker,C,C,C,C,C
Date,,,,,
1977-01-03,6.771461486816406,6.771461486816406,6.728193268269794,6.728193268269794,47952
1977-01-04,6.7930908203125,6.7930908203125,6.74982262965165,6.771457122704206,34217
1977-01-05,6.749821662902832,6.79308984736656,6.7281879683930415,6.79308984736656,15422
1977-01-06,6.706556797027588,6.728191297686871,6.641654885938822,6.728191297686871,39036
1977-01-07,6.728190898895264,6.728190898895264,6.641654492276377,6.706556399518295,20482
1977-01-10,6.7930908203125,6.814725313365057,6.728188932043356,6.728188932043356,42892
1977-01-11,6.8147292137146,6.836362923704755,6.793094708279727,6.793094708279727,22169
1977-01-12,6.8147292137146,6.8147292137146,6.728192782864545,6.8147292137146,34940
1977-01-13,6.8579936027526855,6.901261799055006,6.8147262018947306,6.8147262018947306,34458
1977-01-14,6.879633903503418,6.901267622186431,6.836365670692354,6.857999389375367,20723
1977-01-17,6.728190898895264,6.793092806137181,6.68492269558582,6.793092806137181,33735
1977-01-18,6.749821662902832,6.749821662902832,6.684919783929313,6.7281879683930415,34217
1977-01-19,6.771461486816406,6.771461486816406,6.706558761274101,6.749826979820712,19759
1977-01-20,6.728190898895264,6.81472730551415,6.641654492276377,6.771459102204707,79518
1977-01-21,6.728190898895264,6.749824602827737,6.663288593931099,6.728190898895264,19277
1977-01-24,6.749821662902832,6.749821662902832,6.684919783929313,6.7281879683930415,24096
1977-01-25,6.7930908203125,6.814725313365057,6.74982262965165,6.74982262965165,25060
1977-01-26,6.728190898895264,6.771459102204707,6.706556399518295,6.771459102204707,22892
1977-01-27,6.749821662902832,6.749821662902832,6.663285691697449,6.7281879683930415,26506
1977-01-28,6.749821662902832,6.749821662902832,6.663285691697449,6.7281879683930415,26506
1977-01-31,6.6849260330200195,6.728194257931026,6.663291920564516,6.728194257931026,18072
1977-02-01,6.728190898895264,6.728190898895264,6.68492269558582,6.68492269558582,20241
1977-02-02,6.6849260330200195,6.749827972664083,6.6849260330200195,6.728194257931026,72048
1977-02-03,6.6849260330200195,6.749827972664083,6.62002369565351,6.6849260330200195,186988
1977-02-04,6.706556797027588,6.749825002901614,6.663288988875834,6.684923091812847,35663
1977-02-07,6.728190898895264,6.749824602827737,6.68492269558582,6.706556399518295,20723
1977-02-08,6.749821662902832,6.7714561528567705,6.706553478439103,6.7281879683930415,23614
1977-02-09,6.706556797027588,6.749825002901614,6.684923091812847,6.749825002901614,17349
1977-02-10,6.7930908203125,6.7930908203125,6.7065544389908,6.7065544389908,16386
1977-02-11,6.771461486816406,6.7930951983673244,6.728193268269794,6.7930951983673244,24819
1977-02-14,6.749821662902832,6.7714561528567705,6.7281879683930415,6.7714561528567705,17349
1977-02-15,6.749821662902832,6.749821662902832,6.706553478439103,6.749821662902832,16867
1977-02-16,6.749821662902832,6.7714561528567705,6.706553478439103,6.749821662902832,25301
