Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
1972-06-01,0.13971582055091858,0.14012930726367023,0.13971582055091858,0.0,249600
1972-06-02,0.14012932777404785,0.14136933396231918,0.14012932777404785,0.14012932777404785,172800
1972-06-05,0.14219599962234497,0.14219599962234497,0.13971583595813444,0.1401293227164835,302400
1972-06-06,0.14219599962234497,0.1446761632865555,0.14178266424117267,0.14219599962234497,196800
1972-06-07,0.14095602929592133,0.1421960357545253,0.14095602929592133,0.1421960357545253,48000
1972-06-08,0.14136934280395508,0.14219601364783827,0.14054267196007186,0.14095600738201347,144000
1972-06-09,0.14136934280395508,0.14219601364783827,0.14054267196007186,0.14136934280395508,43200
1972-06-12,0.1430228054523468,0.1430228054523468,0.1421959834071116,0.1421959834071116,24000
1972-06-13,0.14054268598556519,0.1426095146787246,0.14054268598556519,0.1426095146787246,76800
1972-06-14,0.14054268598556519,0.14136935691194624,0.14054268598556519,0.14054268598556519,244800
1972-06-15,0.14178256690502167,0.14178256690502167,0.141369231807611,0.141369231807611,206400
1972-06-16,0.1430228054523468,0.1430228054523468,0.14178264807307375,0.14178264807307375,48000
1972-06-19,0.14178256690502167,0.14219590200243237,0.14178256690502167,0.14219590200243237,91200
1972-06-20,0.14219599962234497,0.14219599962234497,0.14178266424117267,0.14178266424117267,14400
1972-06-21,0.14178256690502167,0.14219590200243237,0.14178256690502167,0.14219590200243237,48000
1972-06-22,0.1430228054523468,0.1430228054523468,0.14136931273903589,0.14178264807307375,86400
1972-06-23,0.14508959650993347,0.14508959650993347,0.14384943944683137,0.14384943944683137,96000
1972-06-26,0.14550291001796722,0.14550291001796722,0.14384941797303746,0.14508957485100935,62400
1972-06-27,0.1463295966386795,0.1471562670646054,0.1463295966386795,0.1463295966386795,67200
1972-06-28,0.15046322345733643,0.15046322345733643,0.14756972612919114,0.14756972612919114,144000
1972-06-29,0.1500500589609146,0.1500500589609146,0.1500500589609146,0.1500500589609146,28800
1972-06-30,0.15211670100688934,0.15211670100688934,0.15046335897432117,0.15046335897432117,72000
1972-07-03,0.15459676086902618,0.15459676086902618,0.1521165981204476,0.1521165981204476,57600
1972-07-05,0.15294350683689117,0.15459684869040538,0.15294350683689117,0.15459684869040538,211200
1972-07-06,0.1603839099407196,0.1603839099407196,0.15377009208037243,0.15377009208037243,254400
1972-07-07,0.16121061146259308,0.16286410409049076,0.1603839408372201,0.1603839408372201,412800
1972-07-10,0.162037193775177,0.162037193775177,0.1603838534255272,0.1612105236003521,0
1972-07-11,0.162037193775177,0.16245068023965864,0.1612105236003521,0.162037193775177,2904000
1972-07-12,0.162037193775177,0.16286401532707107,0.162037193775177,0.162037193775177,259200
1972-07-13,0.16369085013866425,0.16369085013866425,0.16203735674889685,0.16203735674889685,225600
1972-07-14,0.16369085013866425,0.16369085013866425,0.16245084362925477,0.16369085013866425,172800
1972-07-17,0.16410419344902039,0.16410419344902039,0.16286418688061788,0.16369085792621954,62400
1972-07-18,0.16451743245124817,0.1653442543889911,0.1632774266103435,0.16410409717094662,220800
1972-07-19,0.16534428298473358,0.16534428298473358,0.16369079020042146,0.16451746090399452,24000
1972-07-20,0.16493089497089386,0.1653442301907034,0.1641040731541571,0.1653442301907034,76800
1972-07-21,0.16617093980312347,0.16617093980312347,0.16493093385137833,0.16493093385137833,273600
1972-07-24,0.16575764119625092,0.16617097660504077,0.16534430578746107,0.16617097660504077,225600
1972-07-25,0.16741116344928741,0.16782449893027204,0.1657576701481355,0.1657576701481355,278400
1972-07-26,0.16823774576187134,0.16823774576187134,0.16782441049868513,0.16782441049868513,86400
1972-07-27,0.16534428298473358,0.1682377818244053,0.16534428298473358,0.1682377818244053,518400
1972-07-28,0.16658419370651245,0.16699752882175362,0.16617085859127126,0.16617085859127126,67200
1972-07-31,0.16783367097377777,0.16783367097377777,0.1670008002410897,0.16783367097377777,86400
1972-08-01,0.16991588473320007,0.17074875489933058,0.16700068663935244,0.16783355680548298,264000
1972-08-02,0.17158196866512299,0.17241483975880473,0.16908320287151712,0.16991607396519887,211200
1972-08-03,0.1724148392677307,0.1724148392677307,0.16991607348124188,0.17158196817642118,264000
1972-08-04,0.1740807294845581,0.17491360055444147,0.1732477059021185,0.1732477059021185,681600
1972-08-07,0.17616303265094757,0.17657946812201403,0.1757464446673482,0.1757464446673482,206400
1972-08-08,0.17574654519557953,0.17616313341747022,0.17574654519557953,0.17616313341747022,547200
1972-08-09,0.17491362988948822,0.1765795248212011,0.17491362988948822,0.1757465010990537,244800
1972-08-10,0.17657943069934845,0.17657943069934845,0.17574640742122613,0.17574640742122613,153600
1972-08-11,0.17657943069934845,0.17657943069934845,0.1761629953165376,0.17657943069934845,86400
1972-08-14,0.17741239070892334,0.17824526189350517,0.17657951952434148,0.17657951952434148,124800
1972-08-15,0.1786617934703827,0.17991109985197912,0.17824520549732148,0.17824520549732148,120000
1972-08-16,0.1807439923286438,0.18157701586158387,0.179911121308251,0.179911121308251,81600
1972-08-17,0.181160569190979,0.18157700467552088,0.181160569190979,0.181160569190979,67200
1972-08-18,0.18449223041534424,0.18574153703714577,0.18324277128098435,0.18324277128098435,321600
1972-08-21,0.185325026512146,0.185325026512146,0.184492155767933,0.184492155767933,19200
1972-08-22,0.1882401704788208,0.1882401704788208,0.18574140647904686,0.18574140647904686,350400
1972-08-23,0.18907323479652405,0.18907323479652405,0.18740734092855318,0.1882402116062964,177600
1972-08-24,0.18990616500377655,0.18990616500377658,0.189073294064955,0.189073294064955,72000
1972-08-25,0.18865689635276794,0.18948976745827784,0.18824030828745017,0.18948976745827784,244800
1972-08-28,0.18782378733158112,0.18907324593428237,0.18782378733158112,0.1886568105708798,81600
1972-08-29,0.18740737438201904,0.18740737438201904,0.18740737438201904,0.18740737438201904,52800
1972-08-30,0.1865745335817337,0.18782384002241348,0.1865745335817337,0.1874074045421869,91200
1972-08-31,0.18699076771736145,0.1874072027491865,0.18699076771736145,0.18699076771736145,33600
1972-09-01,0.18782378733158112,0.18782378733158112,0.18699091660477593,0.18699091660477593,48000
1972-09-05,0.18699076771736145,0.18824007281283667,0.18699076771736145,0.1878236377810116,172800
1972-09-06,0.18615812063217163,0.1865745561627993,0.18574153258898926,0.1865745561627993,100800
1972-09-07,0.18407581746578217,0.18532512424090714,0.18407581746578217,0.18532512424090714,33600
1972-09-08,0.1828262060880661,0.18324264133334903,0.1807438773492013,0.18324264133334903,211200
1972-09-11,0.1832428276538849,0.1832428276538849,0.18240995631645898,0.18282639198517195,33600
1972-09-12,0.18490861356258392,0.18532504898518856,0.18365930729476998,0.18365930729476998,139200
1972-09-13,0.18490861356258392,0.18574148440779323,0.18490861356258392,0.18490861356258392,134400
1972-09-14,0.18490861356258392,0.18574148440779323,0.18490861356258392,0.18490861356258392,230400
1972-09-15,0.18574154376983643,0.18574154376983643,0.1849086726584458,0.1849086726584458,0
1972-09-18,0.18490861356258392,0.18490861356258392,0.18365930729476998,0.18490861356258392,91200
1972-09-19,0.18490861356258392,0.18490861356258392,0.18490861356258392,0.18490861356258392,52800
1972-09-20,0.1832428276538849,0.184908722841342,0.1832428276538849,0.184908722841342,187200
1972-09-21,0.18490861356258392,0.18490861356258392,0.18365930729476998,0.18365930729476998,72000
1972-09-22,0.18490861356258392,0.18574148440779323,0.18490861356258392,0.18490861356258392,67200
